signal_date,forward_straddle_return_1d,forward_straddle_return_2d,forward_straddle_return_3d,forward_straddle_return_5d,forward_straddle_net_pnl_1d,forward_straddle_net_pnl_2d,forward_straddle_net_pnl_3d,forward_straddle_net_pnl_5d,future_abs_return_1d,future_abs_return_3d,future_abs_return_5d,future_rv_5d,is_top_10pct_straddle_return_1d,is_top_10pct_straddle_return_3d,is_top_10pct_straddle_return_5d,is_top_5pct_straddle_return_1d,is_top_5pct_straddle_return_3d,is_top_5pct_straddle_return_5d
2024-01-16,0.2959847078827755,0.3380046898789745,0.3719155525425739,0.9926317778197622,7989.900000000006,9124.200000000004,10039.600000000002,26795.400000000005,0.027142016965112203,0.04196930896382389,0.08301195956489804,0.4485473501868233,True,True,True,True,False,True
2024-01-17,0.0761410339606317,0.0559226266559166,1.658394457226385,0.345502395794414,2323.2000000000025,1706.2999999999988,50600.600000000006,10541.900000000003,0.002912849470681933,0.07205033191308963,0.045594406331451176,0.4800902899088864,False,True,False,False,True,False
2024-01-18,-0.059888242074087,1.3668286135305876,0.3599393064005486,-0.1493120905735252,-2052.4,46841.9,12335.3,-5116.999999999996,0.012364127832907301,0.054675083423066484,0.01065036019213006,0.5698486316026985,False,True,False,False,False,False
2024-01-19,0.9425874686109376,0.3397154955937499,0.221150674233703,-0.0561704333542031,28002.200000000004,10092.200000000004,6569.9000000000015,-1668.6999999999955,0.057688599227938564,0.03082321940087207,0.007013698283217629,0.5662546850629362,True,False,False,True,False,False
2024-01-22,-0.2464437029786442,-0.2236948336346032,-0.0848319436803535,-0.3331737673528003,-10347.899999999992,-9392.69999999999,-3561.9999999999945,-13989.599999999997,0.015756953000795715,0.06306176634231542,0.02607823223712158,0.36767646626696804,False,False,False,False,False,False
2024-01-23,-0.00807751908804,0.0437346683982358,-0.0817382193697338,0.0662074244163798,-257.4999999999932,1394.2000000000007,-2605.699999999996,2110.600000000005,0.012555300517370194,0.037430490774773784,0.018696572773044706,0.4202049417630003,False,False,False,False,False,False
2024-01-24,0.0294547164674141,-0.0943015024380584,-0.1564874631816043,0.3490043563278138,951.9999999999982,-3047.8999999999987,-5057.799999999997,11280.100000000004,0.03359391413607127,0.002364444055942827,0.06967672289177607,0.45910113849899403,False,False,True,False,False,False
2024-01-25,-0.0392699039239063,0.1257383879500571,0.556669133670491,1.08305922179735,-1146.09999999999,3669.700000000006,16246.50000000001,31609.30000000001,0.00873376540928228,0.06236325040748114,0.10642030625287435,0.226951690339249,False,True,True,False,True,True
2024-01-26,0.1351195411829741,0.5696413764510784,1.0192889718076288,1.7528883360972918,3910.900000000004,16487.700000000008,29502.300000000003,50735.6,0.026285443566113065,0.09198372921629183,0.1319025521557453,0.20889222718757744,True,True,True,False,True,True
2024-01-29,0.1992943085988498,0.5384390106206558,0.5595038989449915,2.2559295719981654,5648.200000000003,15259.900000000003,15856.9,63935.3,0.028567464065505255,0.07421249398172547,0.16334763882421177,0.32335494445911034,True,True,True,True,True,True
2024-02-19,-0.2595348837209301,-0.2710470901307416,-0.218090940645609,-0.1900011570056692,-11215.799999999996,-11713.299999999996,-9424.799999999994,-8210.899999999998,0.0032658750985492535,0.024246170077494078,0.04489635837032391,0.08830544962548892,False,False,False,False,False,False
2024-02-20,-0.0495762545670675,0.0194690585881993,0.1275399835268777,0.3286719827183066,-1643.199999999996,645.3000000000088,4227.300000000008,10893.8,0.005443902918901067,0.03560387815954713,0.06896973156287123,0.13451954930413593,False,False,False,False,False,False
2024-02-21,0.0054231945860759,0.0435493340749668,-0.0419270109081917,-0.0019560582182254,175.50000000000523,1409.3000000000018,-1356.799999999993,-63.29999999999245,0.015384345201493899,0.03585586711737876,0.015486365863003781,0.44947900694103077,False,False,False,False,False,False
2024-02-22,-0.0117635266888997,-0.1175380727619532,0.0093913825257108,-0.028083028083028,-387.2999999999991,-3869.799999999998,309.19999999999845,-924.599999999998,0.014390935919809333,0.0470733350256447,0.03747832951437391,0.5080211215097719,False,False,False,False,False,False
2024-02-23,-0.1234247199418309,0.0026580258199603,-0.0099502487562187,0.0104631481766427,-4090.899999999993,88.10000000000286,-329.7999999999945,346.80000000000746,0.005688553181996792,0.014087725445027677,0.03373150430843341,0.505555273514472,False,False,False,False,False,False
2024-02-26,-0.0298927713608693,0.1547363895273469,-0.0234596995529176,-0.0536951370502911,-924.6999999999956,4786.599999999999,-725.7000000000005,-1661.0000000000014,0.02638012334826434,0.016974743026986205,0.03290701469853019,0.5056827025973207,False,False,False,False,False,False
2024-02-27,0.3581451715780074,0.0287966375947523,-0.0139585473442502,-0.1028091660456152,10668.5,857.8000000000031,-415.7999999999959,-3062.4999999999945,0.044861098581836845,0.0014655450275047333,0.0035043344738155957,0.4818368152643788,True,False,False,True,False,False
2024-02-28,-0.0316301703163013,0.0135363329338711,-0.0021213881928553,-0.1870029414968949,-1045.1999999999884,447.3000000000127,-70.09999999999081,-6179.399999999992,0.037374099434052566,0.05362595435034345,0.04452726883438407,0.27527404908952174,False,False,False,False,False,False
2024-02-29,0.0256244202715238,-0.0126351294375579,-0.0998937515810776,-0.2824656379121341,759.7000000000037,-374.5999999999981,-2961.5999999999985,-8374.399999999994,0.010727490217612434,0.005711647326167357,0.007732769485012669,0.16613976574722014,False,False,False,False,False,False
2024-03-01,-0.0331972733019984,-0.081742530441714,-0.1904565569940353,-0.4564298672383936,-966.2000000000036,-2379.0999999999995,-5543.199999999999,-13284.3,0.004886430232815986,0.00379136056209739,0.005843734566885361,0.17525382785846952,False,False,False,False,False,False
2024-03-04,-0.0427380734914339,-0.1560699024675039,-0.1567826812660956,-0.4426069795013413,-1193.199999999996,-4357.299999999995,-4377.199999999996,-12357.099999999997,0.009801144203390844,0.023038185037785874,0.007057393430133452,0.22116926845988452,False,False,False,False,False,False
2024-03-05,-0.1316896996498985,-0.132423069836005,-0.4169707020453287,-0.4697733554449972,-3573.399999999995,-3593.2999999999965,-11314.499999999996,-12747.3,0.001177087437690183,0.000885522488686119,0.022552675313983528,0.19751178989832027,False,False,False,False,False,False
2024-03-15,-0.0383200954292862,-0.096796718163568,-0.0991126240144307,-0.1506415291961246,-1317.0999999999992,-3326.999999999998,-3406.5999999999976,-5177.699999999999,0.016625884717383466,0.018631448716604382,0.007243192427621725,0.18108309170354564,False,False,False,False,False,False
2024-03-18,-0.0757165697544592,-0.0780865272679093,-0.0952687192404226,-0.059719356538671,-2543.0999999999985,-2622.699999999997,-3199.7999999999997,-2005.7999999999995,0.007177092072950142,0.0018179317865081313,0.03221491201939264,0.19370074863777922,False,False,False,False,False,False
2024-03-19,-0.0143842527605096,-0.0327536979211429,-0.0707594465293494,0.0571932404516127,-451.90000000000055,-1029.000000000002,-2223.000000000002,1796.8000000000018,0.00921600119725885,0.002066990788760381,0.028484654609452154,0.1948047845697391,False,False,False,False,False,False
2024-03-20,0.0036120766032851,0.0184660519970272,0.1779848312254771,0.6952906699379814,111.30000000000564,568.9999999999998,5484.299999999996,21424.2,0.0001545284004380587,0.034120365590340374,0.06943145688262697,0.224212506957036,False,False,True,False,False,False
2024-03-21,0.0278528358864008,0.1888418342782466,0.2429393519564784,0.3543932739200642,850.4000000000019,5765.699999999998,7417.400000000003,10820.300000000008,0.011027133089256846,0.03720760060028139,0.04878569623126083,0.3374980472160463,False,False,True,False,False,False
2024-03-22,0.0717659994705872,0.1271439528143732,0.5384265575261485,0.0393496365376395,2114.700000000005,3746.500000000009,15865.600000000006,1159.5000000000084,0.023199780667393255,0.05891011194512086,0.02763182329986491,0.3678045957408438,False,True,False,False,True,False
2024-03-25,0.0557270106770312,0.3904015560868911,0.0885656403936565,-0.1287282711355009,1587.2000000000014,11119.300000000005,2522.500000000008,-3666.399999999996,0.0033503282024908154,0.0153355757157142,0.017013017508127115,0.36847519754827773,False,False,False,False,False,False
2024-03-26,0.2356648811690679,0.0045382841888121,-0.0844627039020922,-0.1334477438591016,6797.400000000011,130.9000000000026,-2436.1999999999966,-3849.099999999996,0.03331978400470925,0.001190969098352701,0.015291418377544774,0.37061476457200804,True,False,False,True,False,False
2024-03-27,-0.1169501611553646,-0.1584276552876176,-0.0279839418571985,-0.2005062725232367,-3871.600000000001,-5244.699999999994,-926.400000000001,-6637.699999999995,0.022028222615241955,0.0556043064274474,0.044566183638065526,0.2140919872339923,False,False,False,False,False,False
2024-03-28,-0.0939337793789672,-0.0529662034654315,-0.1424120775433179,-0.3015028306742149,-2737.7000000000007,-1543.7000000000012,-4150.6,-8787.299999999996,0.01096644530452906,0.027649454930100514,0.003284601235363782,0.24775620973427934,False,False,False,False,False,False
2024-03-29,0.033257340086625,-0.0643322140239357,-0.1589419344211968,-0.2967592436613019,888.4000000000071,-1718.4999999999918,-4245.799999999988,-7927.299999999988,0.02164855079621897,0.010965492681906941,0.005081653601464398,0.25269740378195094,False,False,False,False,False,False
2024-04-01,-0.0342700128517475,-0.0593742854664868,0.1516585062011652,0.1689176936237986,-869.2999999999984,-1506.099999999998,3846.999999999997,4284.800000000001,0.005037456271575036,0.028627326040284173,0.03453894156879911,0.20489564924562448,False,False,False,False,False,False
2024-04-02,-0.0967967181635679,-0.035590634962198,-0.1960498260576814,-0.1580028013649379,-2328.899999999996,-856.299999999996,-4716.899999999998,-3801.499999999996,0.005446667091661084,0.011234987078950431,0.027325162470894893,0.21594440012471616,False,False,False,False,False,False
2024-04-03,0.0788766448133167,-0.100627702608453,0.0529688008555355,-0.0118008090389173,1696.4000000000028,-2164.2,1139.2000000000023,-253.7999999999954,0.018362652516129008,0.024336737172124367,0.02947816207830023,0.2164653795229822,False,False,False,False,False,False
2024-04-08,-0.0433910284809318,-0.0474444563263517,-0.1589137220753957,-0.0879787347805496,-852.0999999999958,-931.699999999998,-3120.7,-1727.699999999999,0.012777257152279509,0.003703669546786137,0.020815754352272342,0.19179824556597425,False,False,False,False,False,False
2024-04-09,0.1392079038578593,0.0190805326250446,0.0691336039720509,1.2353701663572938,2767.3,379.30000000000064,1374.3000000000025,24557.800000000003,0.018625116017157994,0.023796639290649235,0.07355230453653949,0.2708307327087845,True,False,True,False,False,True
2024-04-12,-0.0099502487562189,0.3463720047107457,0.0271168313024251,-0.0111459610161751,-331.2000000000012,11529.199999999995,902.600000000001,-370.999999999998,0.009601033137001003,0.00961137259876299,0.013932068837139377,0.4835546818506563,False,False,False,False,False,False
2024-04-15,0.321631321755184,0.0082427223691857,0.0053083721876688,-0.077440302931106,10906.100000000004,279.5000000000073,180.00000000000682,-2625.899999999996,0.0417685332693839,0.00014984364573011888,0.007835387213814937,0.48002775406719755,True,False,False,True,False,False
2024-04-16,-0.0770378089021013,-0.0770378089021012,-0.1339605872076986,-0.2406907965306937,-3016.3999999999987,-3016.3999999999933,-5245.2,-9424.200000000008,0.04357829504206512,0.039025552119652085,0.02995421105726881,0.3275765688012621,False,False,False,False,False,False
2024-04-17,-0.0151247248080155,-0.0490462900364609,-0.0961915162861649,-0.2111798729927597,-523.4999999999957,-1697.5999999999942,-3329.3999999999983,-7309.4,0.00013940540747359176,0.007825029211116163,0.003432747047006357,0.1442214358320544,False,False,False,False,False,False
2024-04-18,-0.0429326191950822,-0.0903809415808159,-0.0892236654250662,-0.2628150887875059,-1476.499999999993,-3108.299999999997,-3068.4999999999945,-9038.499999999993,0.004223810487229862,0.012917557641419553,0.005157603225834251,0.1441180174531363,False,False,False,False,False,False
2024-04-19,-0.0844951712028095,-0.0833304067895814,-0.2009716125256073,-0.2429031314018144,-2887.2000000000016,-2847.3999999999987,-6867.200000000003,-8300.0,0.0034775734947100068,0.00782953144553833,0.02878753776007925,0.18049357471219538,False,False,False,False,False,False
2024-04-22,-0.098336587366947,-0.1271849062190597,-0.1695366934700334,0.2269742422419829,-3188.2000000000007,-4123.500000000002,-5496.599999999995,7358.800000000002,0.005271381776776662,0.012943793594678565,0.05702404411612494,0.19564763117839798,False,False,False,False,False,False
2024-04-23,-0.0283983807669726,-0.0755436070166763,0.0201133737798243,0.1581327317862037,-827.1000000000015,-2200.1999999999957,585.8000000000061,4605.600000000004,0.016706008976611786,0.03784860332548057,0.05346487793631782,0.21403534621984086,False,False,False,False,False,False
2024-04-24,-0.0919198105942567,-0.0733875618308743,0.197468381633947,0.1611166629057736,-2566.299999999996,-2048.899999999998,5513.100000000003,4498.200000000003,0.0015793104004617753,0.045165012982115504,0.056776691405024726,0.22077218614400296,False,False,False,False,False,False
2024-04-25,0.0463940460300126,0.3522630748695549,0.0930793188528902,0.3409942159123085,1147.0000000000027,8709.000000000004,2301.2000000000057,8430.400000000003,0.019185579337243297,0.03452103562184772,0.05859063234265194,0.21643230073799358,False,False,False,False,False,False
2024-04-26,0.1354303135675193,-0.0521837082022209,0.0379684840767451,-0.1926911790514203,3318.300000000002,-1278.5999999999972,930.3000000000026,-4721.2999999999965,0.02387337196019179,0.03524850238773958,0.0222899527706919,0.27335339454645136,True,False,False,False,False,False
2024-04-29,-0.117581556645231,-0.157151890427956,-0.1824769040489,-0.2766542984517857,-2956.5999999999976,-3951.599999999996,-4588.399999999996,-6956.4999999999945,0.008620789461278977,0.014445051612424153,0.014713624559725691,0.2439883719640541,False,False,False,False,False,False
2024-04-30,-0.0980299528874021,-0.1251314003123816,-0.2733424409177381,-0.3783605496895335,-2303.399999999999,-2940.199999999999,-6422.700000000001,-8890.3,0.019902262335185883,0.0071358067059077435,0.01397047271340579,0.24622411435690644,False,False,False,False,False,False
2024-05-06,-0.1000447761194027,-0.1069751243781093,-0.2406318407960197,-0.2881542288557212,-2010.899999999995,-2150.199999999998,-4836.699999999996,-5791.899999999995,0.003298505882527447,0.0035641277970115404,0.01534514547370125,0.20350829874284743,False,False,False,False,False,False
2024-05-07,-0.0121406243120679,-0.1599909743318802,-0.2355589310086734,-0.3746477788050896,-220.5999999999989,-2907.0999999999967,-4280.199999999999,-6807.499999999999,0.015763841155935876,0.009084577670900984,0.01309445384575969,0.20860353721004804,False,False,False,False,False,False
2024-05-17,0.0541938196342233,0.0576799103076169,0.0604687828463317,0.3644558895662534,1546.8000000000018,1646.3000000000022,1725.9000000000017,10402.300000000005,0.006029985093195078,0.0042369802727946215,0.0383093385839991,0.18097157706462724,False,False,True,False,False,False
2024-05-20,-0.0170775702638639,-0.0144858169883566,0.1416673178609569,0.120285353338022,-524.5000000000005,-444.9000000000012,4350.999999999999,3694.300000000004,0.010726262249639018,0.03286775467853187,0.03433429510111652,0.2019733563600184,False,False,False,False,False,False
2024-05-21,-0.0106450205114776,0.0560530679933667,0.1561002007506328,0.0789805359169069,-304.8999999999978,1605.5000000000064,4471.100000000001,2262.200000000007,0.0005264826460211758,0.033708868678738346,0.034084179463792164,0.2016748067909513,False,False,False,False,False,False
2024-05-22,0.0560530679933667,0.1561002007506328,0.0352099153356028,0.047715806930261,1605.5000000000064,4471.100000000001,1008.5000000000036,1366.700000000003,0.022895991246538183,0.0243776526561732,0.03401062704266833,0.2018529487475851,False,False,False,False,False,False
2024-05-23,0.0421576328881907,-0.0745640219952866,-0.0752587937505454,-0.1433464257659072,1207.5000000000043,-2135.699999999997,-2155.5999999999985,-4105.7999999999965,0.011586632684896125,0.011970535822180883,0.014507751287003878,0.14133620538533592,False,False,False,False,False,False
2024-05-24,-0.0892636266182898,-0.0899473626343422,-0.1302877875814299,-0.2109686374756053,-2598.000000000002,-2617.9000000000037,-3792.000000000002,-6140.199999999999,0.010188300335583822,0.00021403309051404307,0.0009537378811075303,0.12273257553061702,False,False,False,False,False,False
2024-05-27,-0.0217103051926705,-0.0650755133020863,-0.0937406508659374,-0.0400853933746263,-587.7999999999986,-1761.8999999999971,-2537.999999999997,-1085.2999999999952,0.010470031930854273,0.013011100622545624,0.022201800172363728,0.11550349805509232,False,False,False,False,False,False
2024-05-28,-0.0756926828309048,-0.107781251843549,-0.1570880773995634,-0.2337875838200302,-1924.6000000000008,-2740.5,-3994.2000000000007,-5944.399999999999,0.000602670594942456,0.0013426628010433372,0.006417560202970574,0.11869685730020578,False,False,False,False,False,False
2024-05-29,-0.0688548106151165,-0.1285145591645129,-0.0137261822087122,-0.0401577163761664,-1814.3999999999976,-3386.4999999999955,-361.6999999999962,-1058.1999999999994,0.0031687161682002474,0.012451066595176918,0.020026582935987136,0.14279656554137188,False,False,False,False,False,False
2024-05-30,-0.0563862105402192,-0.0283494034253509,-0.1422489323295028,0.1661559459340466,-1280.699999999999,-643.8999999999965,-3230.899999999997,3773.900000000001,0.003920686213164215,0.003859516002093555,0.03813558670668382,0.18940679029863913,False,False,False,False,False,False
2024-05-31,0.1079734148452257,-0.0345530274932106,0.078280406024718,0.3039472730605757,2532.7000000000053,-810.4999999999933,1836.2000000000023,7129.600000000005,0.013180865235553174,0.020750783269951723,0.03764991545896268,0.1913929857262832,True,False,False,False,False,False
2024-06-03,-0.1578986042852634,-0.1088692073948242,0.1448794256346417,-0.1905848688788896,-3652.999999999997,-2518.6999999999985,3351.8,-4409.199999999999,0.005503589697476219,0.02909465491544172,0.016216973333729956,0.21345204786313235,False,False,False,False,False,False
2024-06-04,0.057413961122224,0.3585115658819306,0.2217418064317589,-0.1283479509668152,1119.4000000000017,6989.9,4323.300000000003,-2502.3999999999974,0.013102507702718924,0.0301336279675134,0.018300949167699865,0.2084423581972527,False,False,False,False,False,False
2024-06-05,0.1272743060876315,-0.0160491178603898,-0.1858009745931533,-0.3189596167008897,2491.699999999997,-314.19999999999675,-3637.5,-6244.399999999999,0.021589237749021217,0.008612007459604443,0.012175507983270495,0.19482439652145186,True,False,False,False,False,False
2024-06-06,-0.1357006437009265,-0.1798071255098911,-0.2464360661149229,-0.4162929428685953,-2877.599999999998,-3812.899999999996,-5225.799999999998,-8827.699999999997,0.0044275928057648795,0.016681929512412097,0.009702449446529426,0.09307172231820504,False,False,False,False,False,False
2024-06-07,-0.2225197541703247,-0.3021119890742365,-0.3496732026143789,-0.5486537898741586,-4562.099999999999,-6193.899999999996,-7168.999999999997,-11248.499999999998,0.008797038381056055,0.005170961808016239,0.005895137070266232,0.09054268776163354,False,False,False,False,False,False
2024-06-11,-0.104596514283926,-0.1656184486373164,-0.3113238837260239,-0.5043524515785851,-1671.399999999997,-2646.4999999999973,-4974.799999999999,-8059.299999999999,0.003373602571147938,0.0035145163719484396,0.005449436354414194,0.08822942229704435,False,False,False,False,False,False
2024-06-14,-0.0197735630846474,-0.1004650736395978,-0.0506468366882805,0.0503929678327005,-560.7999999999947,-2849.2999999999965,-1436.399999999992,1429.200000000003,0.0006401704743186354,0.0039872978905182155,0.02418969985491981,0.18286481020221068,False,False,False,False,False,False
2024-06-17,-0.0901478271723818,-0.0397581982560315,0.0816027389932061,0.4527826815742077,-2527.7000000000016,-1114.7999999999968,2288.100000000003,12695.799999999996,0.008350051865677166,0.02465862152924647,0.05713592588287297,0.262546066885738,False,False,True,False,False,False
2024-06-18,0.0163409054877358,0.1447919733653432,0.1245102258057208,0.6413192006583169,432.9000000000008,3835.8,3298.4999999999955,16989.7,0.012867118649022347,0.03288940874541746,0.0726277287222803,0.20209752818991816,False,False,True,False,False,False
2024-06-19,0.088626133402253,0.0693394499364649,0.4622163353506637,0.1079128168680411,2469.000000000005,1931.7000000000007,12876.7,3006.30000000001,0.020127191996037963,0.05275538568888005,0.033645500978731646,0.3705956278228232,False,True,False,False,False,False
2024-06-20,-0.0419113142993738,0.2970246365768755,0.3460811557826485,0.2472248367770756,-1122.099999999995,7952.300000000003,9265.700000000004,6619.0,0.00015929152887284026,0.041242483418620024,0.03798408757924987,0.3821107845365314,False,True,False,False,False,False
2024-06-21,0.2835340385738472,0.3320803116660386,-0.028338988563867,0.1511351119587799,7670.900000000006,8984.300000000007,-766.6999999999973,4088.900000000007,0.033144385011717126,0.013638864415833174,0.031520377223822504,0.3932798541464569,True,False,False,True,False,False
2024-06-24,0.0478224385665598,-0.0479377691876348,-0.0423979224580533,-0.1159987432939218,1202.5000000000034,-1205.3999999999974,-1066.0999999999972,-2916.7999999999947,0.00821772351725536,0.00484709101908698,0.010734961926454512,0.3157298319095731,False,False,False,False,False,False
2024-06-25,-0.0484599632671155,-0.1506857508778596,-0.1800931692316352,-0.2522113618611327,-1377.2999999999968,-4282.7,-5118.499999999997,-7168.199999999999,0.028627154994668835,0.009979411300074181,0.011972723221621795,0.31330342222733887,False,False,False,False,False,False
2024-06-26,0.1654589064896979,0.1131734852144728,0.0153491486350191,-0.0048903692779712,3904.3999999999983,2670.6000000000017,362.2000000000014,-115.39999999999964,0.024526470976292014,0.009252556747586183,0.023915386859804322,0.2151427296221864,True,False,False,False,False,False
2024-06-27,-0.0889065228976306,-0.1353513900396376,-0.1848925816577783,-0.1074844697544334,-2285.5999999999995,-3479.5999999999995,-4753.200000000001,-2763.2000000000007,0.006558560699642335,0.008545121174370784,0.021014741619981736,0.19813099195200187,False,False,False,False,False,False
2024-06-28,-0.0722436475341412,-0.1254006811579685,-0.1810494507329125,-0.1885246585862632,-1730.899999999997,-3004.499999999998,-4337.799999999998,-4516.899999999998,0.009040097717581741,0.0058934593963068105,0.017400577603669642,0.21200877831404633,False,False,False,False,False,False
2024-07-01,-0.0650023425473528,-0.1244941213216428,0.0237913571157665,0.1853958905026439,-1456.7999999999984,-2790.099999999998,533.2000000000022,4155.000000000004,0.007003171966843413,0.0361073234575654,0.04985222297888703,0.22103178045912966,False,False,False,False,False,False
2024-07-02,-0.060453267828327,0.0986788866064288,-0.0690292521990624,-0.0528301706098957,-1262.5,2060.8,-1441.5999999999997,-1103.3000000000015,0.007851579781573026,0.019336032085617627,0.022134947792949777,0.31955994769470814,False,False,False,False,False,False
2024-07-03,0.1817053449110557,0.0013236096947974,0.3682364574642319,0.0054231945860759,3528.1000000000035,25.700000000003342,7149.900000000005,105.30000000000256,0.02162764170427567,0.03557901833206689,0.018378562359283146,0.3181416445949525,True,True,False,False,False,False
2024-07-04,-0.1103001190494757,0.0603981139235899,-0.1640959258046236,-0.2282370800126848,-2121.700000000001,1161.7999999999995,-3156.5,-4390.300000000002,0.010274518319281167,0.007391091059222976,0.027662715556163953,0.3197675628537081,False,False,False,False,False,False
2024-07-05,0.1813748486901928,-0.0687308509837308,-0.0929346283715299,-0.2831071649899512,3131.6000000000004,-1186.699999999999,-1604.5999999999992,-4888.099999999999,0.02428478592691319,0.006882897228251528,0.013973909794805506,0.32134685733690166,True,False,False,False,False,False
2024-07-08,-0.0521528303184537,-0.0704025953183391,0.1885159456175343,-0.2323692596923217,-909.899999999999,-1228.2999999999988,3288.999999999998,-4054.1,0.021964076083399675,0.04252895121838152,0.0284700686294026,0.25393659265652563,False,False,False,False,False,False
2024-07-09,-0.0601095847661571,-0.1090746508710969,-0.2571641190909144,-0.5402060865755661,-1001.5999999999992,-1817.500000000001,-4285.099999999999,-9001.4,0.004040326004446815,0.016876178872266,0.008266515718762468,0.20987000729960906,False,False,False,False,False,False
2024-07-12,-0.0202418262119754,-0.06895529283589,0.0168078526287479,-0.0675830825084557,-587.0999999999981,-2000.0000000000057,487.4999999999943,-1960.2000000000032,0.010335588039367405,0.016891260889793536,0.011602413643487908,0.10433432711088593,False,False,False,False,False,False
2024-07-15,-0.0308341106965172,0.0055192786069652,0.0557952425373135,-0.071828358208955,-793.2999999999964,142.0000000000016,1435.5000000000018,-1847.999999999996,0.001888328705121456,0.0031435895206196607,0.00015142092379893946,0.07669173364602842,False,False,False,False,False,False
2024-07-16,0.0214799020769171,0.0725538971807629,-0.0107360025270472,0.1016267867014139,544.0000000000026,1837.5000000000027,-271.8999999999994,2573.8000000000084,0.008496421871490356,0.003162412763165978,0.02931034810709665,0.20708201542652466,False,False,False,False,False,False
2024-07-17,0.0300441390607938,-0.0499446365732312,-0.0944666909355658,0.166628746511346,792.3000000000059,-1317.0999999999965,-2491.199999999992,4394.200000000006,0.0035037570504907745,0.006515878352087556,0.03432556716919988,0.2142924291619684,False,False,False,False,False,False
2024-07-18,-0.1128308634762132,-0.1544059064110053,-0.0120642339901911,0.0344434411572034,-3186.4000000000005,-4360.499999999996,-340.69999999999254,972.7000000000032,0.0018694104468675032,0.024410514089327373,0.037373995732672305,0.2055448588356511,False,False,False,False,False,False
2024-07-19,0.0421576328881907,0.2175875010910363,0.342646417037619,0.0161036920659859,966.0000000000024,4985.800000000007,7851.4000000000015,369.0000000000026,0.0011300813761878636,0.0394928243897803,0.02475259014315423,0.2576230668549264,False,True,False,False,False,False
2024-07-22,0.1793115983379622,0.3004391804782377,0.2348284068189217,-0.0116325762859448,4242.100000000008,7107.700000000003,5555.500000000004,-275.1999999999981,0.027330084396490872,0.04025477124281307,0.02925820707090321,0.25271838868366947,True,False,False,False,False,False
